"","nest.id","variable","value"
"5931","GCG5","init00",0
"5932","GCG50","init00",0
"5933","GCG51","init00",1
"5935","GCG55","init00",1
"5936","GCG56","init00",0
"5937","GCG57","init00",0
"5938","GCG58","init00",1
"5939","GCG6","init00",0
"5940","GCG60","init00",0
"5941","GCG61","init00",0
"5942","GCG62","init00",0
"5943","GCG63","init00",0
"5944","GCG64","init00",0
"5945","GCG65","init00",0
"5946","GCG66","init00",0
"5947","GCG67","init00",0
"5949","GCG69","init00",0
"5950","GCG7","init00",0
"5954","GCG73","init00",0
"5955","GCG74","init00",0
"5956","GCG74.5","init00",1
"5957","GCG75","init00",1
"5958","GCG76","init00",0
"5960","GCG78","init00",0
"5961","GCG79","init00",0
"5962","GCG8","init00",0
"5963","GCG80","init00",1
"5964","GCG81","init00",1
"5965","GCG82","init00",1
"5966","GCG83","init00",1
"5967","GCG85","init00",0
"5968","GCG86","init00",0
"5969","GCG87","init00",0
"5970","GCG88","init00",1
"5971","GCG89","init00",0
"5972","GCG9","init00",1
"5974","GCG91","init00",1
"5977","JCS10","init00",0
"5978","JCS11","init00",0
"5979","JCS12","init00",0
"5980","JCS13","init00",0
"5981","JCS2","init00",0
"5982","JCS3","init00",0
"5984","JCS5","init00",1
"5985","JCS6","init00",0
"5986","JCS7","init00",0
"5987","JCS8","init00",0
"5988","JCS9","init00",1
"5989","KA1","init00",0
"5990","KA13","init00",1
"5991","KA14","init00",0
"5992","KA17","init00",0
"5993","KA19","init00",1
"5994","KA2","init00",1
"5995","KA20","init00",1
"5996","KA21","init00",1
"5997","KA22","init00",0
"5998","KA23","init00",1
"5999","KA24","init00",0
"6000","KA25","init00",1
"6001","KA26","init00",0
"6002","KA27","init00",1
"6003","KA29","init00",0
"6004","KA3","init00",0
"6005","KA30","init00",0
"6009","KA36","init00",0
"6010","KA37","init00",0
"6011","KA4","init00",0
"6014","KA48","init00",0
"6015","KA49","init00",0
"6016","KA5","init00",1
"6017","KA50","init00",0
"6018","KA6","init00",1
"6019","KA7","init00",0
"6020","KA8","init00",0
"6021","KA9","init00",0
"6022","MP2","init00",0
"6023","MP9","init00",0
"6024","PF1","init00",0
"6026","PF3","init00",0
"6027","PF4","init00",1
"6028","PF5","init00",1
"6029","PF6","init00",1
"6030","PF7","init00",1
"6040","TG1","init00",0
"6041","TG10","init00",0
"6042","TG100","init00",0
"6043","TG101","init00",0
"6044","TG102","init00",0
"6045","TG103","init00",0
"6046","TG104","init00",1
"6047","TG105","init00",1
"6048","TG106","init00",1
"6049","TG107","init00",0
"6050","TG11","init00",0
"6051","TG12","init00",1
"6052","TG13","init00",0
"6053","TG14","init00",1
"6054","TG15","init00",1
"6055","TG16","init00",0
"6056","TG2","init00",1
"6057","TG22","init00",0
"6058","TG23","init00",0
"6061","TG26","init00",0
"6062","TG27","init00",1
"6063","TG28","init00",0
"6064","TG5","init00",0
"6066","TG7","init00",1
"6067","TG8","init00",0
"6068","TG9","init00",0
"6069","WBK1","init00",0
"6070","WBK10","init00",0
"6071","WBK100","init00",0
"6072","WBK101","init00",0
"6073","WBK102","init00",1
"6074","WBK103","init00",1
"6075","WBK104","init00",1
"6076","WBK105","init00",1
"6077","WBK106","init00",0
"6078","WBK107","init00",1
"6079","WBK108","init00",1
"6080","WBK109","init00",1
"6081","WBK11","init00",1
"6082","WBK110","init00",1
"6083","WBK111","init00",1
"6084","WBK112","init00",1
"6085","WBK113","init00",1
"6086","WBK114","init00",1
"6087","WBK115","init00",1
"6088","WBK116","init00",1
"6089","WBK117","init00",1
"6090","WBK118","init00",1
"6091","WBK119","init00",1
"6092","WBK12","init00",1
"6093","WBK120","init00",1
"6094","WBK121","init00",1
"6095","WBK122","init00",1
"6096","WBK123","init00",0
"6097","WBK124","init00",1
"6098","WBK125","init00",0
"6099","WBK126","init00",1
"6100","WBK127","init00",1
"6101","WBK128","init00",0
"6102","WBK129","init00",1
"6103","WBK13","init00",0
"6104","WBK130","init00",0
"6105","WBK131","init00",0
"6106","WBK132","init00",1
"6107","WBK133","init00",1
"6108","WBK134","init00",1
"6109","WBK135","init00",0
"6110","WBK136","init00",0
"6111","WBK137","init00",1
"6112","WBK138","init00",0
"6113","WBK139","init00",0
"6114","WBK14","init00",0
"6115","WBK140","init00",1
"6116","WBK141","init00",0
"6117","WBK142","init00",1
"6118","WBK143","init00",1
"6119","WBK145","init00",1
"6120","WBK146","init00",1
"6121","WBK147","init00",1
"6122","WBK148","init00",1
"6123","WBK149","init00",0
"6124","WBK15","init00",0
"6125","WBK150","init00",1
"6126","WBK151","init00",1
"6127","WBK152","init00",0
"6128","WBK153","init00",1
"6129","WBK154","init00",1
"6130","WBK155","init00",1
"6131","WBK156","init00",1
"6132","WBK157","init00",1
"6133","WBK158","init00",1
"6134","WBK159","init00",1
"6135","WBK16","init00",1
"6136","WBK160","init00",1
"6137","WBK161","init00",1
"6138","WBK162","init00",1
"6139","WBK163","init00",1
"6140","WBK164","init00",1
"6141","WBK165","init00",1
"6142","WBK166","init00",1
"6143","WBK167","init00",0
"6144","WBK168","init00",1
"6145","WBK169","init00",1
"6146","WBK17","init00",0
"6147","WBK170","init00",1
"6148","WBK171","init00",1
"6149","WBK172","init00",1
"6150","WBK173","init00",1
"6151","WBK174","init00",1
"6152","WBK175","init00",1
"6153","WBK176","init00",1
"6154","WBK177","init00",1
"6155","WBK178","init00",1
"6156","WBK179","init00",1
"6157","WBK18","init00",1
"6158","WBK180","init00",1
"6159","WBK19","init00",1
"6160","WBK2","init00",1
"6161","WBK20","init00",1
"6162","WBK21","init00",0
"6163","WBK22","init00",0
"6164","WBK23","init00",0
"6165","WBK24","init00",0
"6166","WBK25","init00",1
"6167","WBK26","init00",1
"6168","WBK27","init00",1
"6169","WBK28","init00",0
"6170","WBK29","init00",0
"6171","WBK3","init00",0
"6172","WBK30","init00",0
"6173","WBK31","init00",0
"6174","WBK32","init00",1
"6175","WBK33","init00",0
"6176","WBK34","init00",0
"6177","WBK35","init00",1
"6178","WBK36","init00",1
"6180","WBK38","init00",1
"6181","WBK39","init00",0
"6182","WBK4","init00",0
"6183","WBK40","init00",1
"6184","WBK41","init00",1
"6185","WBK42","init00",0
"6186","WBK43","init00",1
"6187","WBK44","init00",1
"6188","WBK45","init00",1
"6189","WBK46","init00",0
"6190","WBK47","init00",1
"6191","WBK48","init00",1
"6192","WBK49","init00",1
"6193","WBK5","init00",1
"6194","WBK50","init00",0
"6195","WBK51","init00",0
"6196","WBK52","init00",1
"6197","WBK53","init00",0
"6198","WBK54","init00",0
"6199","WBK55","init00",1
"6200","WBK56","init00",1
"6201","WBK57","init00",0
"6202","WBK58","init00",0
"6203","WBK59","init00",1
"6204","WBK6","init00",0
"6205","WBK60","init00",0
"6206","WBK61","init00",1
"6207","WBK62","init00",0
"6208","WBK63","init00",0
"6209","WBK64","init00",1
"6210","WBK65","init00",1
"6211","WBK66","init00",1
"6212","WBK67","init00",0
"6213","WBK68","init00",1
"6214","WBK69","init00",0
"6215","WBK7","init00",0
"6216","WBK70","init00",0
"6217","WBK71","init00",0
"6218","WBK72","init00",0
"6219","WBK73","init00",0
"6220","WBK74","init00",0
"6221","WBK75","init00",0
"6222","WBK76","init00",0
"6223","WBK77","init00",0
"6224","WBK78","init00",1
"6225","WBK79","init00",1
"6226","WBK8","init00",0
"6227","WBK80","init00",1
"6228","WBK81","init00",0
"6229","WBK82","init00",0
"6230","WBK83","init00",1
"6231","WBK84","init00",0
"6232","WBK85","init00",1
"6233","WBK86","init00",1
"6234","WBK87","init00",1
"6235","WBK88","init00",0
"6236","WBK89","init00",1
"6237","WBK9","init00",1
"6238","WBK90","init00",0
"6239","WBK91","init00",1
"6240","WBK92","init00",1
"6241","WBK93","init00",0
"6242","WBK94","init00",1
"6243","WBK95","init00",1
"6244","WBK96","init00",1
"6245","WBK97","init00",1
"6246","WBK98","init00",0
"6247","WBK99","init00",0
"6248","WCW1","init00",1
"6250","WCW3","init00",1
"6251","WCW32","init00",1
"6252","WCW35","init00",1
"6253","WCW4","init00",0
"6254","WCW5","init00",1
"6255","WCW6","init00",1
"6256","WCW82","init00",1
