"","Name","D_lmass","D_wing","D_tarsus","D_bill","D_tail"
"1235","Papyrus Canary",-0.0794641713542465,0.700000000000003,-0.199999999999999,-0.5,-2.7
"1236","Forest Canary",0.013158084577511,1.90000000000001,0,-0.199999999999999,1.6
"1237","Yellow-fronted Canary",0,0.299999999999997,-0.4,0.100000000000001,-0.900000000000006
"1238","Abyssinian Grosbeak-Canary",0.00854706057845878,5.59999999999999,0.700000000000003,1.4,2.2
"1239","Yellow Canary",0.0588405000229337,2.40000000000001,0.100000000000001,0.300000000000001,-0.700000000000003
"1240","Brimstone Canary",0,-0.200000000000003,-0.0999999999999979,-0.199999999999999,4.3
"1241","Streaky-headed Seedeater",-0.0450236813739555,0.200000000000003,-0.100000000000001,0.4,0.799999999999997
"1242","Oriole Finch",-0.0556889058605887,2.39999999999999,0.300000000000001,0.699999999999999,1.2
"1243","European Greenfinch",-0.0325526030377485,3.09999999999999,-0.199999999999999,0.299999999999997,0
"1244","Eurasian Siskin",0.0579872576503493,1.8,-0.100000000000001,0.0999999999999996,0
"1245","Lesser Goldfinch",0.0112995552539332,1.7,-0.199999999999999,0.0999999999999996,1.4
"1246","Lawrence's Goldfinch",-0.00985229644301144,2.2,0.4,0.300000000000001,1.59999999999999
"1247","European Goldfinch",0.0712275092883679,2.59999999999999,0.100000000000001,1,0.599999999999994
"1248","Hoary Redpoll",0.0684677992774607,4.09999999999999,0.6,0.199999999999999,2
"1249","Common Redpoll",-0.00766287274556898,1.8,0.200000000000001,0.200000000000001,0.699999999999996
"1250","Eurasian Linnet",0.0475023339850034,2.09999999999999,0.300000000000001,0,1
"1251","Crimson-winged Finch",-0.0340793136528625,4.7,0.800000000000001,0.0999999999999979,2.90000000000001
"1252","Desert Finch",-0.103678429474841,2.3,0.199999999999999,0.0999999999999996,1.8
"1253","Purple Finch",0.0514965257671749,-0.75,0.130000000000003,0.0700000000000003,3.40000000000001
"1254","Common Rosefinch",-0.0256424306133378,2.09999999999999,-0.100000000000001,-0.100000000000001,0.899999999999999
"1255","Cassin's Finch",-0.0471956913362748,3.39999999999999,0.600000000000001,0,0.799999999999997
"1256","House Finch",-0.0321866864959013,2.40000000000001,0,0,1.9
"1257","Pale Rosefinch",-0.0379192348622936,4.8,0.199999999999999,0.0999999999999996,2.9
"1258","Pallas's Rosefinch",-0.0332747888848721,4.2,-0.100000000000001,0.299999999999999,3.5
"1259","Great Rosefinch",0,4,0.300000000000001,0.199999999999999,3.8
"1260","Pine Grosbeak",0.00564441761967682,0.200000000000003,-0.300000000000001,0,-0.100000000000009
"1261","Parrot Crossbill",0.0220597180647326,2,-0.400000000000002,0.5,4
"1262","Red Crossbill",0.0171362822429875,3.5,0,0.600000000000001,3.6
"1263","White-winged Crossbill",0.0732034040232952,4.19999999999999,-0.0999999999999996,1,2.6
"1264","Eurasian Bullfinch",-0.00966191091173707,2,0.300000000000001,0.300000000000001,0.900000000000006
"1265","Hawfinch",0.065837299288142,2.19999999999999,0.5,0.900000000000002,2.2
"1266","Evening Grosbeak",0.0504308536268923,3.2,-0.100000000000001,0.200000000000001,2.10000000000001
"1267","Palila",0.0132102317368066,3.2,0.300000000000001,0.200000000000001,1.99999999999999
"1268","Maui Parrotbill",0.230225017426994,6,1.9,3.3,3.4
"1269","Akepa",0.0190481949706944,3.4,0.699999999999999,0.299999999999999,-3.2
"1270","Iiwi",0.175311012307737,4.90000000000001,1.9,2.3,2.7
"1271","Apapane",0.133531392624523,5.5,1.1,0.5,4.2
"1272","Yellowhammer",0.0134682170508662,4.7,0.199999999999999,0.399999999999999,3.3
"1273","Pine Bunting",0.143642702228843,5.09999999999999,0,-2.7,5.90000000000001
"1274","Cirl Bunting",0.0126317469059005,3.2,0,-0.300000000000001,2.60000000000001
"1275","Rock Bunting",0.0639877086752838,3.90000000000001,-0.199999999999999,0.199999999999999,7.40000000000001
"1276","Grey-necked Bunting",0.0189579137446145,4.5,0.899999999999999,0.799999999999999,4.40000000000001
"1277","Ortolan Bunting",-0.198544392300842,3.59999999999999,-0.100000000000001,-0.199999999999999,4.3
"1278","Cretzschmar's Bunting",0.00947874395454384,4,-0.100000000000001,0.4,3.9
"1279","House Bunting",0.0405460943943501,4.8,0,0.200000000000001,2.2
"1280","Lark-like Bunting",0.047466537238924,4.30000000000001,0.0999999999999979,0.5,2.4
"1281","Cinnamon-breasted Bunting",-0.0939318198342036,2.59999999999999,0.100000000000001,0.399999999999999,2.3
"1282","Cape Bunting",-0.0737661502396092,2.60000000000001,0,0.300000000000001,3.7
"1283","Little Bunting",0.0389659685333834,3.60000000000001,-0.199999999999999,0.800000000000001,3.3
"1284","Yellow-breasted Bunting",0.108854404912082,4.3,0.599999999999998,0.4,2.4
"1285","Chestnut Bunting",0.0584962066816086,2.69999999999999,0.100000000000001,0.199999999999999,3
"1286","African Golden-breasted Bunting",0.0498718300401726,2.40000000000001,0.199999999999999,0,3.2
"1287","Cabanis's Bunting",-0.0327898228229908,4.2,-0.100000000000001,0.5,5.90000000000001
"1288","Black-headed Bunting",0.0953101798043248,6.69999999999999,0.100000000000001,0,1.5
"1289","Red-headed Bunting",0.0444517625708336,3.7,0.199999999999999,0.9,3.90000000000001
"1290","Black-faced Bunting",0.0860128746600402,4,0.299999999999997,0.0999999999999996,1.7
"1291","Pallas's Bunting",0.0277795641070759,3.69999999999999,0,0.0999999999999996,1.9
"1292","Reed Bunting",0.0958179228972336,6,0.399999999999999,0.399999999999999,4.40000000000001
"1293","Corn Bunting",0.247776528278241,8.60000000000001,0.600000000000001,0.9,8.2
"1294","McCown's Longspur",0.0158733491562901,6.90000000000001,0.800000000000001,0.5,5.5
"1295","Lapland Longspur",0.0634462217389622,6.8,-0.0999999999999979,0.699999999999999,3.9
"1296","Smith's Longspur",0.159427736928102,3.8,0.299999999999997,0.6,4.90000000000001
"1297","Chestnut-collared Longspur",-0.0150378773645405,5.2,0.199999999999999,0.0999999999999996,4.4
"1298","Lark Bunting",0.00555556984460193,4.3,0.5,1,2.8
"1299","Song Sparrow",0.0661398025045448,4.07000000000001,0.390000000000001,0.379999999999999,5.40000000000001
"1300","Dark-eyed Junco",-0.0157483569681394,4.67,0.299999999999997,-0.00999999999999979,2.5
"1301","Sharp-tailed Sparrow",-0.00593473551981427,2,0,-0.0999999999999996,3
"1302","Le Conte's Sparrow",0,1.5,0.300000000000001,0,-0.799999999999997
"1303","Baird's Sparrow",0.0599634647675571,4,0.800000000000001,0.299999999999999,1.2
"1304","American Tree Sparrow",0.0840831172105414,3.7,0.600000000000001,0.4,1.2
"1305","Chipping Sparrow",-0.10204925435417,4.2,0.5,-0.199999999999999,3.5
"1306","Brewer's Sparrow",-0.0111733005981254,0.299999999999997,-0.100000000000001,1.3,0.5
"1307","Field Sparrow",0.0152674721307884,3.7,0.700000000000003,0.9,2.4
"1308","Black-chinned Sparrow",0,1.8,0.199999999999999,0.0999999999999996,1.5
"1309","Vesper Sparrow",0.0425596144187961,3.19999999999999,-0.00999999999999801,0.219999999999999,1.2
"1310","Lark Sparrow",0.0178257839526004,4.40000000000001,0.34,0.210000000000001,2.4
"1311","Black-throated Sparrow",0.0509200904272569,1.30000000000001,0.300000000000001,0.4,0.799999999999997
"1312","Sage Sparrow",0.0442060925044956,5.09999999999999,-0.100000000000001,-0.0999999999999996,4.1
"1313","Rufous-winged Sparrow",0,2.31,0.27,0.15,2.1
"1314","Rufous-crowned Sparrow",0.039441732051297,1.8,-0.599999999999998,-0.100000000000001,2.90000000000001
"1315","Rufous-sided Towhee",0.0592766099295408,4.09999999999999,0.5,0.300000000000001,4.7
"1316","Abert's Towhee",0.0607562094210721,4.86999999999999,0.849999999999998,0.460000000000001,2.10000000000001
"1317","California Towhee",0.00779731046003151,6.10000000000001,0.199999999999999,0.0999999999999996,4.69999999999999
"1318","Canyon Towhee",0.088947486016496,5.31,0.689999999999998,0.199999999999999,3.80000000000001
"1319","Olive Sparrow",0.0668400181258506,2.9,0.5,0.65,5.9
"1320","Golden-winged Warbler",0,4.5,-0.300000000000001,-0.200000000000001,0.700000000000003
"1321","Tennessee Warbler",0.0104712998672953,3.5,0.199999999999999,0.0600000000000005,2.7
"1322","Nashville Warbler",0.0342890734786323,2.7,-0.300000000000001,0.0999999999999996,2.5
"1323","Virginia's Warbler",-0.0243914531241591,3,0.600000000000001,0,1
"1324","Northern Parula",0.050643732818755,4,0.4,0.2,2.5
"1325","Tropical Parula",0.0870113769896299,2.9,0.800000000000001,0.6,2.9
"1326","Chestnut-sided Warbler",0.0645385211375711,3,0.5,0.5,3.5
"1327","Magnolia Warbler",0.0465200156348931,2.78,0.259999999999998,0.0700000000000003,1.09999999999999
"1328","Cape May Warbler",0.0845573880280632,2.10000000000001,1.4,0.8,0.600000000000001
"1329","Black-throated Blue Warbler",0.0851578083403068,4.1,0.0999999999999979,0.200000000000001,2.6
"1330","Yellow-rumped Warbler",0.0557913596284156,2.3,0.100000000000001,0.0999999999999996,1
"1331","Black-throated Grey Warbler",0.107888962011185,3.1,0.399999999999999,0.0999999999999996,1.9
"1332","Townsend's Warbler",0.0565122102633424,3.2,0.300000000000001,0,1.9
"1333","Hermit Warbler",0.00966191091173707,4,0.699999999999999,0,2.09999999999999
"1334","Yellow-throated Warbler",0.041242958534049,2.1,0.34,-0.31,-0.0999999999999943
"1335","Grace's Warbler",0.0645385211375711,0,0.5,0,2
"1336","Kirtland's Warbler",-0.0358461317731358,3.7,0,0,2.8
"1337","Prairie Warbler",-0.0533459807052927,3.09999999999999,0.0999999999999979,0.299999999999999,1.7
"1338","Bay-breasted Warbler",0.150282203049338,5.69999999999999,0,0.800000000000001,3.1
"1339","Blackpoll Warbler",-0.065063593347062,2.7,0,-0.0999999999999996,2.9
"1340","American Redstart",-0.0115608224010759,2.4,0.799999999999997,-0.300000000000001,1
"1341","Prothonotary Warbler",-0.0805804866593394,3.5,0.199999999999999,0.6,1.7
"1342","Ovenbird",0.0362030486639604,3.39999999999999,0.599999999999998,0,2.7
"1343","Louisiana Waterthrush",-0.0242142581205944,2.09999999999999,-0.599999999999998,-0.300000000000001,1
"1344","Hooded Warbler",0.0474022388945841,3.5,0.400000000000002,0,1.3
"1345","Wilson's Warbler",0.050643732818755,0.900000000000006,-0.199999999999999,0,1.9
"1346","Canada Warbler",0.0384662808277962,2.4,0.199999999999999,0,1.3
"1347","Painted Redstart",-0.0204088716312074,3.8,0,-0.4,1.8
"1348","Yellow-breasted Chat",0.0239055208535541,2.40000000000001,0.199999999999999,0.0999999999999996,2.8
"1349","Hepatic Tanager",0.143100843640673,3.3,0,0,0.700000000000003
"1350","Summer Tanager",-0.0136520891683274,0.400000000000006,0.5,-0.5,3.90000000000001
"1351","Western Tanager",0.0166393190039646,3.40000000000001,-0.0999999999999979,0.200000000000001,2
"1352","Dickcissel",0.123060092757227,7.59999999999999,0.699999999999999,0.899999999999999,6.1
"1353","Northern Cardinal",0.0169290621004481,2.7,0.400000000000002,0.0999999999999996,4.2
"1354","Pyrrhuloxia",0,4.59999999999999,0.200000000000003,0.800000000000001,6.3
"1355","Lazuli Bunting",0.0330062964681703,4,0,0.0999999999999996,2
"1356","Indigo Bunting",0.0408219945202553,4.12,0.550000000000001,-0.629999999999999,3.1
"1357","Audubon's Oriole",0.0262231950991025,4.8,0.5,1.6,5.3
"1358","Altamira Oriole",0.137649116742362,6.09999999999999,0.5,1.1,2.5
"1359","Orchard Oriole",0.064860634202041,5.10000000000001,-0.800000000000001,0.300000000000001,3.60000000000001
"1360","Red-winged Blackbird",0.369471505460259,22.6,4.3,4.3,17.5
"1361","Tricolored Blackbird",0.394415271921579,15.6,2.9,2.7,12.2
"1362","Eastern Meadowlark",0.237746090793819,9.69999999999999,2,2,10.1
"1363","Great-tailed Grackle",0.647694839139485,44.3,7.5,7.12,59.1
"1364","Common Grackle",0.260192710953984,13,0.5,3.9,16.2
"1365","Brewer's Blackbird",0.145507583671238,12.5,1.7,1.4,11.4
"1366","Shiny Cowbird",0.159582069824465,10.7,1.4,1.1,9.40000000000001
